common_name,scientific_name,region,file_type,habitat_distribution,entry_number,subcategory
White-necked Hawk,Buteogallus lacernulatus,South America,Geographic,Atlantic Forest,993,"Family Accipitridae - Hawks, Eagles & Kites"
White Hawk,Pseudastur albicollis,South America,Geographic,Widespread,994,"Family Accipitridae - Hawks, Eagles & Kites"
Mantled Hawk,Pseudastur polionotus,South America,Geographic,Atlantic Forest,995,"Family Accipitridae - Hawks, Eagles & Kites"
Semiplumbeous Hawk,Leucopternis semiplumbeus,South America,Geographic,Pacific slope,996,"Family Accipitridae - Hawks, Eagles & Kites"
Barred Hawk,Leucopternis princeps,South America,Geographic,Andes,997,"Family Accipitridae - Hawks, Eagles & Kites"
White-necked Hawk,Amadonastur lacernulatus,South America,Geographic,Atlantic Forest,998,"Family Accipitridae - Hawks, Eagles & Kites"
Gray-lined Hawk,Asturina nitida,South America,Geographic,Widespread,999,"Family Accipitridae - Hawks, Eagles & Kites"
Gray Hawk,Asturina plagiata,South America,Geographic,Northern South America,1000,"Family Accipitridae - Hawks, Eagles & Kites"
Scarlet Macaw,Ara macao,Tropical,Ecological,Central/South America,1,
Blue-and-yellow Macaw,Ara ararauna,Tropical,Ecological,South America,2,
Green-winged Macaw,Ara chloropterus,Tropical,Ecological,South America,3,
Military Macaw,Ara militaris,Tropical,Ecological,Central/South America,4,
Great Green Macaw,Ara ambiguus,Tropical,Ecological,Central America,5,
Red-and-green Macaw,Ara chloropterus,Tropical,Ecological,South America,6,
Hyacinth Macaw,Anodorhynchus hyacinthinus,Tropical,Ecological,South America,7,
Indigo Macaw,Anodorhynchus leari,Tropical,Ecological,Brazil,8,
Glaucous Macaw,Anodorhynchus glaucus,Tropical,Ecological,South America (possibly extinct),9,
Spix's Macaw,Cyanopsitta spixii,Tropical,Ecological,Brazil (extinct in wild),10,
Blue-headed Macaw,Primolius couloni,Tropical,Ecological,South America,11,
Golden-collared Macaw,Primolius auricollis,Tropical,Ecological,South America,12,
Blue-winged Macaw,Primolius maracana,Tropical,Ecological,South America,13,
Red-shouldered Macaw,Diopsittaca nobilis,Tropical,Ecological,South America,14,
Chestnut-fronted Macaw,Ara severus,Tropical,Ecological,South America,15,
Yellow-crowned Amazon,Amazona ochrocephala,Tropical,Ecological,South America,16,
Blue-fronted Amazon,Amazona aestiva,Tropical,Ecological,South America,17,
Orange-winged Amazon,Amazona amazonica,Tropical,Ecological,South America,18,
Mealy Amazon,Amazona farinosa,Tropical,Ecological,Central/South America,19,
Red-lored Amazon,Amazona autumnalis,Tropical,Ecological,Central America,20,
Yellow-naped Amazon,Amazona auropalliata,Tropical,Ecological,Central America,21,
Double Yellow-headed Amazon,Amazona oratrix,Tropical,Ecological,Central America,22,
Green-cheeked Amazon,Amazona viridigenalis,Tropical,Ecological,Mexico,23,
Lilac-crowned Amazon,Amazona finschi,Tropical,Ecological,Mexico,24,
White-fronted Amazon,Amazona albifrons,Tropical,Ecological,Central America,25,
Cuban Amazon,Amazona leucocephala,Tropical,Ecological,Caribbean,26,
Hispaniolan Amazon,Amazona ventralis,Tropical,Ecological,Caribbean,27,
Puerto Rican Amazon,Amazona vittata,Tropical,Ecological,Puerto Rico,28,
Imperial Amazon,Amazona imperialis,Tropical,Ecological,Dominica,29,
St. Lucia Amazon,Amazona versicolor,Tropical,Ecological,St. Lucia,30,
St. Vincent Amazon,Amazona guildingii,Tropical,Ecological,St. Vincent,31,
Yellow-shouldered Amazon,Amazona barbadensis,Tropical,Ecological,South America/Caribbean,32,
Tucumán Amazon,Amazona tucumana,Tropical,Ecological,South America,33,
Red-spectacled Amazon,Amazona pretrei,Tropical,Ecological,South America,34,
Vinaceous-breasted Amazon,Amazona vinacea,Tropical,Ecological,South America,35,
Grey Parrot,Psittacus erithacus,Tropical,Ecological,Africa,36,
Timneh Parrot,Psittacus timneh,Tropical,Ecological,West Africa,37,
Senegal Parrot,Poicephalus senegalus,Tropical,Ecological,West Africa,38,
Meyer's Parrot,Poicephalus meyeri,Tropical,Ecological,Africa,39,
Red-bellied Parrot,Poicephalus rufiventris,Tropical,Ecological,Africa,40,
Brown-headed Parrot,Poicephalus cryptoxanthus,Tropical,Ecological,Africa,41,
Jardine's Parrot,Poicephalus gulielmi,Tropical,Ecological,Africa,42,
Cape Parrot,Poicephalus robustus,Tropical,Ecological,Southern Africa,43,
Rüppell's Parrot,Poicephalus rueppellii,Tropical,Ecological,Africa,44,
Rose-ringed Parakeet,Psittacula krameri,Tropical,Ecological,Africa/Asia,45,
Alexandrine Parakeet,Psittacula eupatria,Tropical,Ecological,Asia,46,
Plum-headed Parakeet,Psittacula cyanocephala,Tropical,Ecological,Asia,47,
Blossom-headed Parakeet,Psittacula roseata,Tropical,Ecological,Asia,48,
Red-breasted Parakeet,Psittacula alexandri,Tropical,Ecological,Asia,49,
Derbyan Parakeet,Psittacula derbiana,Tropical,Ecological,Asia,50,
Slaty-headed Parakeet,Psittacula himalayana,Tropical,Ecological,Asia,51,
Long-tailed Parakeet,Psittacula longicauda,Tropical,Ecological,Southeast Asia,52,
Blue-winged Parakeet,Psittinus cyanurus,Tropical,Ecological,Southeast Asia,53,
Vernal Hanging-Parrot,Loriculus vernalis,Tropical,Ecological,Asia,54,
Blue-crowned Hanging-Parrot,Loriculus galgulus,Tropical,Ecological,Southeast Asia,55,
Rainbow Lorikeet,Trichoglossus moluccanus,Tropical,Ecological,Australia,56,
Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Tropical,Ecological,Australia,57,
Purple-crowned Lorikeet,Glossopsitta porphyrocephala,Tropical,Ecological,Australia,58,
Little Lorikeet,Glossopsitta pusilla,Tropical,Ecological,Australia,59,
Musk Lorikeet,Glossopsitta concinna,Tropical,Ecological,Australia,60,
Galah,Eolophus roseicapilla,Tropical,Ecological,Australia,61,
Sulphur-crested Cockatoo,Cacatua galerita,Tropical,Ecological,Australia,62,
Major Mitchell's Cockatoo,Lophochroa leadbeateri,Tropical,Ecological,Australia,63,
Little Corella,Cacatua sanguinea,Tropical,Ecological,Australia,64,
Long-billed Corella,Cacatua tenuirostris,Tropical,Ecological,Australia,65,
Cockatiel,Nymphicus hollandicus,Tropical,Ecological,Australia,66,
Australian King-Parrot,Alisterus scapularis,Tropical,Ecological,Australia,67,
Crimson Rosella,Platycercus elegans,Tropical,Ecological,Australia,68,
Eastern Rosella,Platycercus eximius,Tropical,Ecological,Australia,69,
Pale-headed Rosella,Platycercus adscitus,Tropical,Ecological,Australia,70,
Toco Toucan,Ramphastos toco,Tropical,Ecological,South America,71,
White-throated Toucan,Ramphastos tucanus,Tropical,Ecological,South America,72,
Channel-billed Toucan,Ramphastos vitellinus,Tropical,Ecological,South America,73,
Keel-billed Toucan,Ramphastos sulfuratus,Tropical,Ecological,Central America,74,
Choco Toucan,Ramphastos brevis,Tropical,Ecological,South America,75,
Citron-throated Toucan,Ramphastos citreolaemus,Tropical,Ecological,South America,76,
Chestnut-mandibled Toucan,Ramphastos swainsonii,Tropical,Ecological,Central America,77,
Black-mandibled Toucan,Ramphastos ambiguus,Tropical,Ecological,Central/South America,78,
Ariel Toucan,Ramphastos ariel,Tropical,Ecological,South America,79,
Red-billed Toucan,Ramphastos tucanus,Tropical,Ecological,South America,80,
Emerald Toucanet,Aulacorhynchus prasinus,Tropical,Ecological,Central America,81,
Blue-throated Toucanet,Aulacorhynchus caeruleogularis,Tropical,Ecological,Central America,82,
Yellow-browed Toucanet,Aulacorhynchus huallagae,Tropical,Ecological,South America,83,
Chestnut-tipped Toucanet,Aulacorhynchus derbianus,Tropical,Ecological,South America,84,
Crimson-rumped Toucanet,Aulacorhynchus haematopygus,Tropical,Ecological,South America,85,
Great Hornbill,Buceros bicornis,Tropical,Ecological,Asia,86,
Rhinoceros Hornbill,Buceros rhinoceros,Tropical,Ecological,Southeast Asia,87,
Helmeted Hornbill,Rhinoplax vigil,Tropical,Ecological,Southeast Asia,88,
Wreathed Hornbill,Rhyticeros undulatus,Tropical,Ecological,Southeast Asia,89,
Plain-pouched Hornbill,Rhyticeros subruficollis,Tropical,Ecological,Southeast Asia,90,
Wrinkled Hornbill,Rhabdotorrhinus corrugatus,Tropical,Ecological,Southeast Asia,91,
Knobbed Hornbill,Rhyticeros cassidix,Tropical,Ecological,Indonesia,92,
Rufous Hornbill,Buceros hydrocorax,Tropical,Ecological,Philippines,93,
Luzon Hornbill,Penelopides manillae,Tropical,Ecological,Philippines,94,
Mindoro Hornbill,Penelopides mindorensis,Tropical,Ecological,Philippines,95,
Oriental Pied Hornbill,Anthracoceros albirostris,Tropical,Ecological,Asia,96,
Black Hornbill,Anthracoceros malayanus,Tropical,Ecological,Southeast Asia,97,
Palawan Hornbill,Anthracoceros marchei,Tropical,Ecological,Philippines,98,
Sulu Hornbill,Anthracoceros montani,Tropical,Ecological,Philippines,99,
Southern Ground-Hornbill,Bucorvus leadbeateri,Tropical,Ecological,Africa,100,
King Bird-of-paradise,Cicinnurus regius,Tropical,Ecological,New Guinea,101,
Magnificent Bird-of-paradise,Cicinnurus magnificus,Tropical,Ecological,New Guinea,102,
Red Bird-of-paradise,Paradisaea rubra,Tropical,Ecological,Indonesia,103,
Greater Bird-of-paradise,Paradisaea apoda,Tropical,Ecological,New Guinea,104,
Raggiana Bird-of-paradise,Paradisaea raggiana,Tropical,Ecological,New Guinea,105,
Lesser Bird-of-paradise,Paradisaea minor,Tropical,Ecological,New Guinea,106,
Goldie's Bird-of-paradise,Paradisaea decora,Tropical,Ecological,Papua New Guinea,107,
Emperor Bird-of-paradise,Paradisaea guilielmi,Tropical,Ecological,Papua New Guinea,108,
Blue Bird-of-paradise,Paradisaea rudolphi,Tropical,Ecological,Papua New Guinea,109,
Ribbon-tailed Astrapia,Astrapia mayeri,Tropical,Ecological,Papua New Guinea,110,
Stephanie's Astrapia,Astrapia stephaniae,Tropical,Ecological,Papua New Guinea,111,
Huon Astrapia,Astrapia rothschildi,Tropical,Ecological,Papua New Guinea,112,
Arfak Astrapia,Astrapia nigra,Tropical,Ecological,Papua New Guinea,113,
Splendid Astrapia,Astrapia splendidissima,Tropical,Ecological,Papua New Guinea,114,
Princess Stephanie's Astrapia,Astrapia stephaniae,Tropical,Ecological,Papua New Guinea,115,
Ruby-throated Hummingbird,Archilochus colubris,Tropical,Ecological,North America,116,
Black-chinned Hummingbird,Archilochus alexandri,Tropical,Ecological,North America,117,
Anna's Hummingbird,Calypte anna,Tropical,Ecological,North America,118,
Costa's Hummingbird,Calypte costae,Tropical,Ecological,North America,119,
Calliope Hummingbird,Selasphorus calliope,Tropical,Ecological,North America,120,
Rufous Hummingbird,Selasphorus rufus,Tropical,Ecological,North America,121,
Allen's Hummingbird,Selasphorus sasin,Tropical,Ecological,North America,122,
Broad-tailed Hummingbird,Selasphorus platycercus,Tropical,Ecological,North America,123,
Broad-billed Hummingbird,Cynanthus latirostris,Tropical,Ecological,North America,124,
Blue-throated Hummingbird,Lampornis clemenciae,Tropical,Ecological,North America,125,
Magnificent Hummingbird,Eugenes fulgens,Tropical,Ecological,North/Central America,126,
White-eared Hummingbird,Hylocharis leucotis,Tropical,Ecological,North/Central America,127,
Violet-crowned Hummingbird,Amazilia violiceps,Tropical,Ecological,North/Central America,128,
Green-breasted Mango,Anthracothorax prevostii,Tropical,Ecological,Central America,129,
Purple-throated Mountain-gem,Lampornis calolaemus,Tropical,Ecological,Central America,130,
Palestine Sunbird,Cinnyris osea,Tropical,Ecological,Middle East,131,
Purple Sunbird,Cinnyris asiaticus,Tropical,Ecological,Asia,132,
Purple-rumped Sunbird,Leptocoma zeylonica,Tropical,Ecological,Asia,133,
Crimson Sunbird,Aethopyga siparaja,Tropical,Ecological,Asia,134,
Fire-tailed Sunbird,Aethopyga ignicauda,Tropical,Ecological,Asia,135,
Little Spiderhunter,Arachnothera longirostra,Tropical,Ecological,Asia,136,
Thick-billed Spiderhunter,Arachnothera crassirostris,Tropical,Ecological,Asia,137,
Yellow-bellied Sunbird,Cinnyris jugularis,Tropical,Ecological,Asia,138,
Olive-backed Sunbird,Cinnyris jugularis,Tropical,Ecological,Asia,139,
Copper-throated Sunbird,Leptocoma calcostetha,Tropical,Ecological,Southeast Asia,140,
Belted Kingfisher,Megaceryle alcyon,Tropical,Ecological,North America,141,
Ringed Kingfisher,Megaceryle torquata,Tropical,Ecological,Americas,142,
Green Kingfisher,Chloroceryle americana,Tropical,Ecological,Americas,143,
Amazon Kingfisher,Chloroceryle amazona,Tropical,Ecological,South America,144,
Common Kingfisher,Alcedo atthis,Tropical,Ecological,Eurasia/Africa,145,
White-throated Kingfisher,Halcyon smyrnensis,Tropical,Ecological,Asia,146,
Black-capped Kingfisher,Halcyon pileata,Tropical,Ecological,Asia,147,
Collared Kingfisher,Todiramphus chloris,Tropical,Ecological,Asia/Australia,148,
Sacred Kingfisher,Todiramphus sanctus,Tropical,Ecological,Australia/New Zealand,149,
Laughing Kookaburra,Dacelo novaeguineae,Tropical,Ecological,Australia,150,
European Bee-eater,Merops apiaster,Tropical,Ecological,Europe/Africa,151,
Blue-cheeked Bee-eater,Merops persicus,Tropical,Ecological,Africa/Asia,152,
Green Bee-eater,Merops orientalis,Tropical,Ecological,Africa/Asia,153,
Blue-throated Bee-eater,Merops viridis,Tropical,Ecological,Southeast Asia,154,
Rainbow Bee-eater,Merops ornatus,Tropical,Ecological,Australia,155,
Red-throated Bee-eater,Merops bulocki,Tropical,Ecological,Africa,156,
White-fronted Bee-eater,Merops bullockoides,Tropical,Ecological,Africa,157,
Little Bee-eater,Merops pusillus,Tropical,Ecological,Africa,158,
Carmine Bee-eater,Merops nubicus,Tropical,Ecological,Africa,159,
Southern Carmine Bee-eater,Merops nubicoides,Tropical,Ecological,Africa,160,
Coppersmith Barbet,Psilopogon haemacephalus,Tropical,Ecological,Asia,161,
Blue-throated Barbet,Psilopogon asiaticus,Tropical,Ecological,Asia,162,
Great Barbet,Psilopogon virens,Tropical,Ecological,Asia,163,
Lineated Barbet,Psilopogon lineatus,Tropical,Ecological,Asia,164,
Green-eared Barbet,Psilopogon faiostrictus,Tropical,Ecological,Asia,165,
Blue-eared Barbet,Psilopogon cyanotis,Tropical,Ecological,Asia,166,
Crimson-fronted Barbet,Psilopogon rubricapillus,Tropical,Ecological,Asia,167,
Moustached Barbet,Psilopogon incognitus,Tropical,Ecological,Asia,168,
Red-vented Barbet,Psilopogon lagrandieri,Tropical,Ecological,Asia,169,
Black-banded Barbet,Psilopogon javensis,Tropical,Ecological,Southeast Asia,170,
Blue-crowned Motmot,Momotus coeruliceps,Tropical,Ecological,Central America,171,
Russet-crowned Motmot,Momotus mexicanus,Tropical,Ecological,Central America,172,
Lesson's Motmot,Momotus lessonii,Tropical,Ecological,Central America,173,
Whooping Motmot,Momotus subrufescens,Tropical,Ecological,Central America,174,
Trinidad Motmot,Momotus bahamensis,Tropical,Ecological,Trinidad/Venezuela,175,
Mallard,Anas platyrhynchos,Waterfowl,Ecological,Global,1,
American Black Duck,Anas rubripes,Waterfowl,Ecological,North America,2,
Northern Pintail,Anas acuta,Waterfowl,Ecological,Northern Hemisphere,3,
Blue-winged Teal,Spatula discors,Waterfowl,Ecological,North America,4,
Green-winged Teal,Anas crecca,Waterfowl,Ecological,Northern Hemisphere,5,
Cinnamon Teal,Spatula cyanoptera,Waterfowl,Ecological,North America,6,
Northern Shoveler,Spatula clypeata,Waterfowl,Ecological,Northern Hemisphere,7,
Gadwall,Mareca strepera,Waterfowl,Ecological,Northern Hemisphere,8,
American Wigeon,Mareca americana,Waterfowl,Ecological,North America,9,
Eurasian Wigeon,Mareca penelope,Waterfowl,Ecological,Eurasia,10,
Wood Duck,Aix sponsa,Waterfowl,Ecological,North America,11,
Mandarin Duck,Aix galericulata,Waterfowl,Ecological,East Asia,12,
Egyptian Goose,Alopochen aegyptiaca,Waterfowl,Ecological,Africa/Middle East,13,
Ruddy Shelduck,Tadorna ferruginea,Waterfowl,Ecological,Eurasia/Africa,14,
Common Shelduck,Tadorna tadorna,Waterfowl,Ecological,Eurasia,15,
Australian Shelduck,Tadorna tadornoides,Waterfowl,Ecological,Australia,16,
Cape Shelduck,Tadorna cana,Waterfowl,Ecological,Africa,17,
Paradise Shelduck,Tadorna variegata,Waterfowl,Ecological,New Zealand,18,
Radjah Shelduck,Radjah radjah,Waterfowl,Ecological,Australia/New Guinea,19,
South African Shelduck,Tadorna cana,Waterfowl,Ecological,Africa,20,
Canvasback,Aythya valisineria,Waterfowl,Ecological,North America,21,
Redhead,Aythya americana,Waterfowl,Ecological,North America,22,
Ring-necked Duck,Aythya collaris,Waterfowl,Ecological,North America,23,
Greater Scaup,Aythya marila,Waterfowl,Ecological,Northern Hemisphere,24,
Lesser Scaup,Aythya affinis,Waterfowl,Ecological,North America,25,
